data,PM10,PTS,NO2,O3,SO2,"PM 2,5",CO,Tº,DV,PP,PA,VV,RS,UR
06/02/21 10:30,7,,13.61,48.32,0.57,11,0.32,24.96,337.84,0,,1.24,171.14,76.02
06/02/21 11:30,4,,18.08,33.57,0.39,11,0.42,24.37,324.21,0.6,,1.1,156.12,82.77
06/02/21 12:30,10,,10.65,42.45,0.44,8,0.33,25.21,357.09,0.4,,0.97,305.13,78.06
06/02/21 13:30,7,,9.75,39.24,0.16,8,0.34,25.82,333.47,0,,1.58,244.23,75.97
06/02/21 14:30,4,,10.31,35.25,0.03,10,0.33,24.91,37,0.4,,1.07,142.22,81.5
06/02/21 15:30,9,,11.05,33.91,0.04,13,0.52,25.32,354.91,0,,0.84,120.58,78.89
06/02/21 16:30,5,,11.9,35.41,0.04,9,0.42,25.54,66.1,0,,0.76,47.32,75.68
06/02/21 17:30,4,,20.09,20.73,0.09,6,0.54,24.79,338.13,0,,0.43,7.87,83.05
06/02/21 18:30,13,,33.64,15.54,0.05,16,0.98,23.98,306.73,3,,1.38,5.6,89.53
06/02/21 19:30,37,,26.11,22.85,0.04,13,0.41,21.88,291.29,1.4,,1.7,5.89,89.36
06/02/21 20:30,19,,22.25,24.87,0.09,8,0.35,21.46,319.28,0,,0.64,5.64,89.76
06/02/21 21:30,10,,37.02,15.41,0.12,21,0.58,21.33,311.27,0,,0.82,6.36,91.21
06/02/21 22:30,22,,23.57,21.99,0.31,17,0.58,21.7,105.53,0.2,,0.68,7.41,90.23
06/02/21 23:30,26,,14.9,21.31,0.47,14,0.43,21.5,107.4,4.8,,0.49,5.03,93.62
07/02/21 00:30,17,,14.31,31.25,1.11,18,0.32,21.07,116.64,4,,1.48,5.04,96.46
07/02/21 01:30,12,,6.19,34.87,1.22,7,0.23,20.85,131.38,2.6,,0.92,5.37,96.75
07/02/21 02:30,15,,6.97,33.93,1.14,7,0.27,20.96,127.65,0.4,,0.88,5.68,97.21
07/02/21 03:30,11,,4.25,36.68,0.91,6,0.23,21.07,112.87,0,,0.73,5.69,97.08
07/02/21 04:30,6,,3.66,33.03,0.83,10,0.24,21.11,122.2,0,,0.6,5.3,96.19
07/02/21 05:30,3,,4.83,32.5,0.85,11,0.27,21.17,111.52,0.4,,1.01,6.29,95.85
07/02/21 06:30,2,,11.97,26.23,0.69,9,0.35,21.11,120.56,2,,1.07,15.32,97.29
07/02/21 07:30,3,,13.3,32.95,0.6,15,0.4,21.04,118.57,15.6,,0.79,15.43,98.31
07/02/21 08:30,4,,23.17,22.99,0.74,12,0.38,21.07,146.96,31,,1.19,23.23,99.28
07/02/21 09:30,10,,11.44,36.78,0.82,8,0.26,20.74,120.29,9,,1.05,91.17,100
07/02/21 10:30,7,,9.18,33.27,0.63,6,0.31,21.84,127.17,0.2,,1.27,242.06,99.03
07/02/21 11:30,5,,7.04,46.28,0.71,11,0.38,22.29,119.48,3,,1.94,192.91,93.89
07/02/21 12:30,4,,9.04,46.79,0.52,15,0.33,22.69,138.91,1,,1.51,224.54,87.62
07/02/21 13:30,4,,9.04,47.41,0.57,17,0.31,22.41,124.15,3.2,,1.72,170.18,90.62
07/02/21 14:30,2,,8.95,40.81,0.42,11,0.29,21.13,126.23,15.4,,1.98,34.66,95.39
07/02/21 15:30,,,6.51,45.96,0.29,8,0.26,20.5,103.38,20.2,,2,38.69,99.67
07/02/21 16:30,,,6.37,41.06,0.32,5,0.32,19.61,114.22,25.4,,2.01,15.72,100
07/02/21 17:30,,,7.44,38.91,0.45,9,0.25,19.04,110.21,12.2,,1.91,7.86,100
07/02/21 18:30,,,9.79,47.37,0.38,7,0.24,18.91,114.11,1.6,,1.76,6.63,100
07/02/21 19:30,,,9.99,41.18,0.4,7,0.29,19.15,72.1,1.8,,1.06,6.12,100
07/02/21 20:30,,,17.82,48,0.54,9,0.32,19.45,137.02,5.8,,0.73,5.45,100
07/02/21 21:30,,,11.98,32.84,0.29,18,0.32,19.5,137.09,2.8,,1.9,5.58,100
07/02/21 22:30,,,10.42,35.41,0.31,10,0.28,19.59,124.28,3.4,,1.74,5.39,99.59
07/02/21 23:30,,,12.39,24.42,0.38,11,0.29,19.58,299.21,1.2,,1.32,5.66,98.28
08/02/21 00:30,,,15.74,23.75,0.29,12,0.33,19.65,51.54,0,,0.84,5.57,99.12
08/02/21 01:30,,,7.94,29.93,0.23,10,0.28,19.55,251.89,0.2,,1.69,5.84,98.54
08/02/21 02:30,,,9.51,27.78,0.37,6,0.35,19.33,279.64,0.2,,0.64,4.85,98.65
08/02/21 03:30,,,8.07,32.38,0.14,7,0.25,19.33,108.25,0,,1.23,5.3,98.69
08/02/21 04:30,2,,11.9,33.21,0.17,7,0.28,19.04,131.3,1.4,,2.75,5.51,98.84
08/02/21 05:30,5,,18.91,26.7,0.21,6,0.28,18.85,343.18,0,,0.89,7.21,96.83
08/02/21 06:30,4,,29.86,21.14,0.26,2,0.63,19.18,56.58,0,,0.37,55.45,97.47
08/02/21 07:30,30,,21.02,27.53,0.23,6,0.54,20.69,117.66,0,,1.04,243.2,85.97
08/02/21 08:30,18,,10.64,39.87,0.19,5,0.41,22.53,123.15,0,,1.81,369.41,74.11
08/02/21 09:30,11,,8.71,42.85,0.17,1,0.53,23.59,124.44,0,,2.31,458.16,68.12
08/02/21 10:30,7,,6.2,45.79,0.27,,0.36,24.35,128.96,0,,2.02,441.71,63.59
08/02/21 11:30,4,,4.76,46.88,0.27,1,0.33,24.73,100.98,0,,1.6,409.98,61.03
08/02/21 12:30,2,,4.55,44.62,0.46,1,0.33,25.39,102.79,0,,1.51,505.13,58.06
08/02/21 13:30,,,4.91,46.49,0.47,,0.3,26.2,116.87,0,,1.93,545.22,55.12
08/02/21 14:30,,,4.85,59.63,0.39,,0.29,26.48,104.26,0,,2.02,750.73,52.66
08/02/21 15:30,,,5.49,47.51,0.39,3,0.23,26.35,89.78,0,,1.74,446.3,53.37
08/02/21 16:30,2,,5.4,46.9,0.46,2,0.31,25.84,94.88,0,,2.07,281.55,55.3
08/02/21 17:30,3,,8.59,35.97,0.54,1,0.36,24.95,108.46,0,,1.85,123.87,58.25
08/02/21 18:30,2,,14.09,33.43,0.54,3,0.35,23.97,113.36,0,,2.04,11.69,61.03
08/02/21 19:30,3,,13.4,34.24,0.35,2,0.38,22.61,120.75,0,,2.34,2.14,69.82
08/02/21 20:30,11,,11.69,29.8,0.28,1,0.32,21.89,121.19,0,,1.82,2.5,74.1
08/02/21 21:30,23,,16.23,22.28,0.21,3,0.42,21.51,118.53,0,,1.59,2.39,75.89
08/02/21 22:30,12,,8.66,32.75,0.38,2,0.27,21.34,126.62,0,,1.99,3.96,74.37
08/02/21 23:30,7,,13.76,25.41,0.54,6,0.27,20.92,114.28,0.2,,1.28,4.56,78.92
09/02/21 00:30,8,,7.03,30.46,1.48,7,0.27,20.71,126.31,0,,1.94,4.96,80.61
09/02/21 01:30,5,,4.31,29.54,1.32,5,0.31,20.56,118.96,0,,1.49,2.17,79.45
09/02/21 02:30,10,,4.87,27.96,1.27,3,0.31,20.58,111.03,0,,1.37,4.04,78.26
09/02/21 03:30,7,,3.09,30.51,1.47,3,0.3,20.83,108.29,0,,1.14,4.52,76.88
09/02/21 04:30,5,,4.23,27.93,1.43,5,0.33,20.59,100.07,0,,0.77,3.97,78.68
09/02/21 05:30,4,,12.38,21.72,1.16,2,0.33,20.55,115.05,0,,1.22,5.94,79.01
09/02/21 06:30,3,,14.33,23.77,1.58,4,0.47,21.04,124.55,0,,1.8,62.66,75.74
09/02/21 07:30,6,,13.45,23.5,1.59,4,0.5,21.41,113.17,0,,1.79,127.94,75.41
09/02/21 08:30,24,,9.65,33.88,1.68,3,0.56,22.6,116.72,0,,1.67,296.87,71.3
09/02/21 09:30,18,,6.91,41.43,1.62,5,0.59,24.06,105.73,0,,1.6,338.5,65.81
09/02/21 10:30,10,,4.85,50.4,1.95,6,0.34,24.93,115.33,0,,1.56,387.23,62.23
09/02/21 11:30,6,,4.47,47.8,1.97,3,0.38,27.12,124.69,0,,1.54,778.46,54.77
09/02/21 12:30,12,,4.73,54.48,2.3,6,0.33,28.06,69.03,0,,1.28,836.73,49.63
09/02/21 13:30,9,,5.72,51.49,2.44,7,0.33,28.72,105.67,0,,1.35,786.55,48.12
09/02/21 14:30,6,,4.94,53.75,2.24,4,0.39,28.84,112.94,0,,1.72,564.17,47.37
09/02/21 15:30,22,,6.97,44.02,2.81,7,0.33,28.56,66.56,0,,1.99,340.59,49.07
09/02/21 16:30,12,,11.47,38.74,2.78,8,0.36,26.8,104,0,,2.14,59.15,58.7
09/02/21 17:30,8,,14.13,23.62,3.02,8,0.49,25.71,64.73,0,,1.63,109.58,64
09/02/21 18:30,21,,13.98,27.06,2.58,12,0.58,24.88,123.77,0,,1.92,18.22,66.39
09/02/21 19:30,18,,12.49,30.31,2.88,8,0.42,23.78,126.07,0,,2.02,2.39,71.11
09/02/21 20:30,29,,10.76,37.84,3.13,7,0.35,23.22,112.56,0,,1.82,2.85,73.59
09/02/21 21:30,17,,12.11,34.8,3.12,7,0.4,23,125.55,0,,1.8,3.46,74.64
09/02/21 22:30,10,,10.57,36.01,3.1,6,0.35,22.94,133.88,0,,1.52,1.66,74.44
09/02/21 23:30,6,,14.08,35.88,3.15,5,0.32,22.2,132.76,0,,1.31,1.93,78.21
10/02/21 00:30,4,,8.73,34.43,3.05,2,0.24,21.97,145.52,0,,1.52,1.65,78.32
10/02/21 01:30,4,,10.16,33.68,2.99,1,0.27,21.58,138.92,0,,1.15,2.1,79.25
10/02/21 02:30,3,,3.76,44.6,2.59,1,0.26,21.51,119.53,0,,2.12,2.36,77.63
10/02/21 03:30,3,,5.14,37.61,2.48,3,0.27,21.35,115.68,0,,1.52,1.77,79.48
10/02/21 04:30,3,,3.91,39.86,2.5,7,0.3,21.11,121.78,0,,1.49,2.51,81.15
10/02/21 05:30,2,,7.19,26.36,2.26,6,0.41,21.08,122.09,0,,1.27,5.38,81.66
10/02/21 06:30,6,,14.72,22.05,1.92,4,0.49,22.08,116.98,0,,1.41,75.45,77.77
10/02/21 07:30,12,,7.48,28.69,1.81,3,0.4,24.33,123.5,0,,2.64,326.66,69.06
10/02/21 08:30,15,,7.72,30.46,1.97,2,0.76,24.52,117.5,0,,2.5,414.99,67.82
10/02/21 09:30,12,,7.78,30.61,1.93,4,0.42,26.13,124.46,0,,1.83,431.84,61.73
10/02/21 10:30,7,,10.07,34.19,1.69,8,0.33,27.4,88.48,0,,1.81,772.09,56.06
10/02/21 11:30,6,,7.51,41.98,1.64,9,0.27,28.99,94.52,0,,1.93,880.15,50.27
10/02/21 12:30,3,,5.29,47.72,1.7,5,0.28,29.8,92.68,0,,1.71,767.16,47.45
10/02/21 13:30,3,,5.89,52.18,1.42,4,0.29,30.57,50.37,0,,1.83,1084.7,44.9
10/02/21 14:30,7,,4.99,43.48,1.3,7,0.28,30.6,76.26,0,,2.12,760.67,44.84
10/02/21 15:30,10,,7.63,43.58,1.16,10,0.26,30,104.9,0,,1.83,428.21,46.63
10/02/21 16:30,6,,5.36,43.69,1.52,9,0.3,30.28,60.75,0,,1.8,417.56,42.16
10/02/21 17:30,4,,12.37,25.52,1.78,6,0.36,27.58,7.5,0,,1.74,59.32,54.93
10/02/21 18:30,5,,31.02,13.09,1.68,13,0.61,25.5,9.1,0,,1.33,16.27,64.63
10/02/21 19:30,16,,17.72,19.45,1.93,12,0.42,25.49,128.24,0,,1.28,1.72,61.52
10/02/21 20:30,24,,15.82,19.96,1.63,8,0.4,25.4,118.05,0,,1.97,2.57,65.46
10/02/21 21:30,26,,13.84,24.26,1.52,8,0.42,24.83,118,0,,1.73,1.5,70.58
10/02/21 22:30,15,,10.22,29.11,1.54,7,0.43,24.41,117.43,0,,1.7,2.04,73.44
10/02/21 23:30,12,,6.49,33.39,0.88,10,0.38,23.88,122.45,0,,2.01,2.04,75.2
11/02/21 00:30,16,,9.65,37.31,0.06,5,0.23,23.52,124,0,,1.55,1.94,75.01
11/02/21 01:30,16,,3.99,38.06,0.13,8,0.21,23.33,113.91,0,,1.52,2.19,73.16
11/02/21 02:30,10,,5.16,40.34,0.23,4,0.22,23.03,122.48,0,,1.49,1.66,72.86
11/02/21 03:30,8,,3.63,38.86,0.13,3,0.24,22.68,113.9,0,,1.22,1.83,73.45
11/02/21 04:30,4,,8.16,38.88,0.05,6,0.32,22.47,115.99,0,,1.53,1.79,74.17
11/02/21 05:30,3,,10.63,35.09,0.07,7,0.25,22.19,117.26,0,,1.27,4.1,75.64
11/02/21 06:30,3,,17.66,30.23,0.08,10,1.07,23.72,124.2,0,,1.72,86,70.4
11/02/21 07:30,21,,10.78,33.55,0.17,6,0.74,25.7,124.16,0,,2.32,308.07,63.38
11/02/21 08:30,17,,8.04,44.41,0.16,2,0.28,27.32,119.95,0,,2.31,642.6,57.86
11/02/21 09:30,23,,8.14,43.02,0.15,4,0.32,28.45,120.22,0,,2.23,715.59,54.31
11/02/21 10:30,12,,7.17,49.71,0.16,10,0.39,29.06,103.04,0,,1.92,679.54,52.52
11/02/21 11:30,7,,7.62,48.44,0.2,14,0.28,29.93,130.84,0,,1.97,796.26,48.68
11/02/21 12:30,4,,5.41,57.54,0.14,10,0.25,30.83,65.56,0,,1.64,667.81,44.06
11/02/21 13:30,9,,9.27,46.41,0.61,10,0.33,30.52,78.86,0,,2.1,494.86,46.4
11/02/21 14:30,29,,7.07,33.2,2.44,12,,29.26,122.2,0,,3.29,423.44,54.69
11/02/21 15:30,20,,11.18,29.5,1.36,9,,27.63,122.95,0,,2.72,150.9,59.23
11/02/21 16:30,10,,10.77,25.32,1.09,7,0.41,27.06,118.31,0,,2.66,92.3,56.59
11/02/21 17:30,7,,11.91,22.95,0.77,10,0.74,26.57,130.19,0,,2.58,31.53,60.83
11/02/21 18:30,22,,12.75,22.73,0.66,13,0.84,25.73,129.22,0,,2.38,4.48,67.36
11/02/21 19:30,27,,14.55,21.18,0.76,12,0.67,24.44,126.25,5.4,,1.45,3.16,78.06
11/02/21 20:30,50,,29.94,5.61,0.54,17,0.88,23.1,161.83,3.8,,0.28,4.97,92.14
11/02/21 21:30,65,,31.5,2.39,0.5,19,1.02,22.96,282.18,3.8,,0.3,5.01,95.22
11/02/21 22:30,39,,21.41,7.73,0.51,13,0.86,22.8,94.39,0.6,,0.48,5.4,93.52
11/02/21 23:30,33,,12.9,10.03,0.69,15,0.79,22.66,92.78,1.8,,0.58,4.83,94.26
12/02/21 00:30,36,,8.56,14.41,0.7,19,0.37,22.3,114.87,0.4,,1.38,5.21,94.42
12/02/21 01:30,33,,5.61,19.2,1.07,13,0.34,22.11,117.16,0,,0.82,4.98,92.78
12/02/21 02:30,22,,5.73,19.48,0.96,10,0.31,22,120.09,0,,1.39,5.7,92.24
12/02/21 03:30,13,,10.06,21.61,0.94,13,0.28,22.08,116.84,0,,1.11,7.45,88.33
12/02/21 04:30,8,,3.31,22.09,1.05,10,0.29,22.26,110.63,0,,1.51,7.29,86.29
12/02/21 05:30,6,,10.28,15.87,0.82,11,0.33,22.25,109.8,0,,1.13,6.46,85.79
12/02/21 06:30,3,,15.46,12.18,1.13,10,0.59,22.37,115.42,0,,1.52,25.34,84
12/02/21 07:30,17,,14.05,13.65,0.92,14,0.58,23.15,130.59,0,,1.94,84.4,80.49
12/02/21 08:30,10,,13.96,14.63,1.23,14,0.49,23.45,114.39,0,,2.38,143.87,79.65
12/02/21 09:30,6,,10.19,15.8,1.29,12,0.49,24.19,125.26,0,,2.04,217.75,78.49
12/02/21 10:30,5,,6.61,21.86,0.99,10,0.39,25.62,125.05,0,,2.32,453.98,72.06
12/02/21 11:30,4,,7.79,24.85,0.99,14,0.4,26.82,113.64,0,,1.74,367.22,65.25
12/02/21 12:30,3,,6.52,27.42,1.08,14,0.43,28.08,117.22,0,,1.4,386.26,60.47
12/02/21 13:30,3,,6.59,29.12,1.03,17,0.33,28.25,102.85,0,,1.68,360.69,60.33
12/02/21 14:30,2,,8.79,21.97,0.95,10,0.35,26.44,97.15,0.2,,1.55,134.75,69.97
12/02/21 15:30,25,,13.62,13.68,0.91,12,0.45,24.92,69.03,0,,1.35,128.75,78.42
12/02/21 16:30,14,,15.49,13.94,0.84,11,0.54,25.16,101.65,0,,0.99,94.53,75.84
12/02/21 17:30,8,,18.25,14.23,0.9,10,0.62,24.88,113.34,0,,1.28,25.33,75.3
12/02/21 18:30,17,,20.61,11.05,0.9,17,0.79,24.6,112.5,0,,1.46,6.86,74.76
12/02/21 19:30,30,,21.36,8.86,1,8,0.53,24.4,112.18,0,,1.37,3.97,73.66
12/02/21 20:30,25,,18.89,8.86,1.06,16,0.51,24.15,111.85,0,,1.06,2.73,75.85
12/02/21 21:30,39,,21.05,6.21,1.14,16,0.57,23.93,105.06,0,,0.96,3.96,78
12/02/21 22:30,26,,19.84,6.83,1.37,15,0.56,23.86,110.3,0,,1.08,3.59,77.74
12/02/21 23:30,24,,15.9,6.84,0.76,16,0.48,23.73,117.55,0,,1.27,3.53,78.23
13/02/21 00:30,14,,15.1,7.53,0.13,13,0.28,23.32,115.86,0,,1.52,2.72,80.15
13/02/21 01:30,31,,11.14,11.14,0.24,11,0.35,22.91,116.43,0,,1.54,2.55,81.85
13/02/21 02:30,19,,6.15,12.88,0.18,14,0.31,22.51,112.16,0,,0.95,2.53,83.33
13/02/21 03:30,29,,7.35,13.15,0.14,17,0.27,22.42,117.51,0,,0.98,3.97,82.89
13/02/21 04:30,16,,9.24,11.21,0.1,13,0.28,22.48,107.42,0,,1.14,3.36,81.71
13/02/21 05:30,9,,8.11,11.96,0.11,16,0.25,22.2,107.52,0,,1.32,3.91,82.19
13/02/21 06:30,12,,8.75,11.73,0.13,9,0.35,22.32,112.92,0,,1.14,30.42,81.48
13/02/21 07:30,7,,9.15,12.07,0.17,15,0.46,22.94,114.49,0,,1.53,126.8,78.61
13/02/21 08:30,22,,5.52,18.59,0.09,13,0.29,24.71,110.54,0,,1.79,391.64,70.43
13/02/21 09:30,12,,4.53,23.88,0.09,14,0.4,26.64,92.41,0,,1.62,537.4,63.7
13/02/21 10:30,9,,5,30.68,0.09,10,0.29,27.6,39.52,0,,1.15,503.94,58.21
13/02/21 11:30,8,,7.41,39.27,0.13,18,0.32,28.46,76.56,0,,1.27,515.83,54.36
13/02/21 12:30,5,,5.34,45.65,0.09,16,0.28,29.12,50.81,0,,1.38,553.46,51.09
13/02/21 13:30,12,,10.58,38.93,0.07,16,0.47,28.65,327.75,0,,1.78,276.37,54.14
13/02/21 14:30,6,,16.31,39.27,0,16,0.6,28.68,323.9,0,,1.39,243.84,55.69
13/02/21 15:30,8,,10.15,35.15,0,13,0.4,27.85,355.57,0,,1.24,148.45,58.57
13/02/21 16:30,4,,11.14,30.1,0,16,0.42,27.93,332.54,0,,1.06,171.19,58.25
13/02/21 17:30,2,,7.77,31.21,0,13,0.34,27.72,115.41,0,,1.27,120.88,58.53
13/02/21 18:30,3,,12.14,20.46,0.02,17,0.4,26.57,132.06,0,,1.77,12.39,64.34
13/02/21 19:30,25,,12.17,13.54,0,14,0.43,25.85,131,0,,1.33,3.34,67.03
13/02/21 20:30,14,,13,13.97,0.01,13,0.46,25.6,115.15,0,,1.58,4.03,67.64
13/02/21 21:30,32,,9.16,17.21,0.04,14,0.4,24,118.49,5,,1.48,3.65,78.57
13/02/21 22:30,16,,23.67,9.34,0.01,12,0.41,22.01,323.68,1,,0.21,5.32,91.98
13/02/21 23:30,29,,26.04,2.5,0.03,15,0.59,22.03,289.15,4.8,,0.52,5.56,95.21
14/02/21 00:30,40,,21.12,5.67,0,15,0.37,22.06,127.7,1.6,,0.77,5.93,96.4
14/02/21 01:30,32,,11.59,9.48,0.02,16,0.46,22.02,321.95,8.8,,0.97,6.09,96.36
14/02/21 02:30,38,,15.54,11.42,0.02,13,0.38,21.32,112.78,18.6,,0.81,5.68,98.79
14/02/21 03:30,21,,11.57,11.31,0.05,10,0.34,21.44,43.73,7,,0.55,5.79,99.4
14/02/21 04:30,10,,5.58,15.25,0.04,8,0.29,21.21,82.52,6.4,,0.5,5.46,99.41
14/02/21 05:30,7,,6,18.58,0.05,7,0.3,20.95,98.58,0.8,,0.51,6.33,99.02
14/02/21 06:30,5,,5.96,17,0.05,8,0.26,21.11,101.5,0,,0.81,25.55,97.98
14/02/21 07:30,4,,5.11,15.51,0.02,14,0.35,21.46,112.69,0,,1.22,107.31,96.68
14/02/21 08:30,,,4.83,16.84,0.04,8,0.36,22.64,109.54,0,,1.2,192.58,88.21
14/02/21 09:30,,,5.02,22.47,0.08,10,0.33,23.98,60.2,0,,1.18,355.48,80.35
14/02/21 10:30,,,4.27,28.93,0.07,9,0.3,25.15,47.48,0,,1.12,348.32,74.14
14/02/21 11:30,,,5.7,36.22,0.02,10,0.32,26.87,73.14,0,,1.02,675.28,65.87
14/02/21 12:30,,,5.38,50.22,0.05,12,0.34,29.08,296.47,0,,1.4,873.05,56.71
14/02/21 13:30,,,7.82,42.98,0.07,11,0.39,28.48,319.28,0,,1.7,323.59,59.57
14/02/21 14:30,,,6.6,39.2,0,11,0.39,28.86,309.55,0,,2.1,422.61,56.54
14/02/21 15:30,,,9.14,33.72,0.04,13,0.44,27.26,323.54,0,,1.35,275.03,66.38
14/02/21 16:30,,,14.24,32.73,0.04,17,0.42,28.03,333.79,0,,1.42,223.88,61.87
14/02/21 17:30,,,12.48,29.35,0.03,15,0.49,26.47,346.9,0,,1.13,24,69.5
14/02/21 18:30,14,,14.98,17.19,0.01,17,0.53,25.54,11.29,0,,1.65,5.21,74.43
14/02/21 19:30,7,,26.23,17.97,0.19,12,0.49,24.2,134.54,0,,0.81,2.9,66.52
14/02/21 20:30,5,,34.16,6.1,0.03,20,0.66,24.48,32.42,0,,0.7,3.24,72.03
14/02/21 21:30,32,,32.41,3.36,0.03,19,0.86,24.33,97.68,0,,0.82,2.79,76.08
14/02/21 22:30,16,,29.88,2.83,0.13,18,0.9,23.66,113.42,0,,0.55,2.37,81.87
14/02/21 23:30,45,,26.07,1.99,0.13,20,0.94,23.38,343.48,0,,0.35,3.23,85.88
15/02/21 00:30,48,,25.87,1.34,0.06,21,0.64,23.38,336.98,0,,0.45,3.13,85.34
15/02/21 01:30,46,,25.34,1.42,0.23,18,0.92,23.19,93.35,0,,0.51,2.79,86.72
15/02/21 02:30,53,,23.03,1.35,0.16,14,0.74,23.15,121.39,0,,0.77,4.09,87.03
15/02/21 03:30,47,,23.7,1.56,0.21,16,0.68,23.09,99.28,0,,0.52,4.37,86.98
15/02/21 04:30,35,,21.09,2.35,0.4,17,0.65,22.76,130.1,1.6,,0.38,4.43,92.72
15/02/21 05:30,64,,20.51,1.19,0.68,21,0.69,22.51,35.36,0,,0.3,6.18,96.98
15/02/21 06:30,89,,25.39,2.13,0.72,22,0.93,22.91,338.68,0,,0.8,59.76,91.7
15/02/21 07:30,45,,23.21,6.37,0.94,21,0.88,24.02,326.16,0,,1.5,178.74,82.66
15/02/21 08:30,23,,18.59,10.69,1.27,19,0.74,24.62,341.72,0,,1.27,183.16,79.58
15/02/21 09:30,17,,26.3,13.42,1.49,16,0.83,24.91,321.57,0,,1.45,167.71,76.76
15/02/21 10:30,19,,17.45,17.41,1.61,20,0.59,25.3,356.51,0,,1.52,246.94,74.93
15/02/21 11:30,26,,19.14,22.82,1.9,18,0.56,26.64,302.86,0,,1.83,355.49,68.54
15/02/21 12:30,22,,19.31,29.54,1.87,18,0.5,27.87,311.44,0,,2.22,460.81,63.34
15/02/21 13:30,16,,19.54,33.62,2.12,14,0.36,28.64,315.17,0,,1.85,511.95,57.85
15/02/21 14:30,10,,14.64,43.06,1.91,17,0.3,29.73,322.26,0,,1.22,578.36,51.53
15/02/21 15:30,6,,13.52,39.47,1.7,14,0.25,29.37,327.35,0,,1.28,249.75,50.95
15/02/21 16:30,4,,11.34,39.97,1.69,11,0.4,29.33,334.09,0,,1.28,227.12,52.54
15/02/21 17:30,4,,19.57,39.73,1.62,15,0.46,28.6,120.13,0,,1.21,66.43,56.74
15/02/21 18:30,7,,21.57,40.69,1.43,21,0.6,27.52,84.01,0,,1.09,10.87,62.04
15/02/21 19:30,30,,28.84,23.74,1.33,15,0.53,26.7,100.38,0,,0.88,2.05,66.94
15/02/21 20:30,36,,31.29,12.52,1.45,19,0.54,26.03,129.49,0,,0.82,2.49,70.4
15/02/21 21:30,48,,30.48,11.68,1.39,17,0.66,25.74,109.82,0,,0.57,3.53,71.72
15/02/21 22:30,25,,29.09,12.88,1.5,14,0.6,25.65,119.05,0,,0.72,3.33,71.36
15/02/21 23:30,22,,25.49,11.43,1.36,20,0.59,25.28,124.88,0,,0.56,3.25,73.61
16/02/21 00:30,36,,23.63,11.3,1.49,17,0.47,24.98,111.91,0,,0.62,3.53,75.51
16/02/21 01:30,43,,18.79,10.25,1.78,19,0.63,24.61,104.57,0,,0.73,2.3,78.98
16/02/21 02:30,52,,12.12,12.21,1.58,15,0.42,23.42,105.14,0.2,,1.09,3.64,87.36
16/02/21 03:30,52,,7.46,17.01,1.48,13,0.35,22.96,113.34,0.2,,1.34,4.87,86.72
16/02/21 04:30,28,,6.03,24.39,1.56,11,0.28,22.25,124.79,0.2,,1.54,6.1,87.7
16/02/21 05:30,16,,11.97,22.5,1.59,12,0.27,22.23,104.59,0,,0.94,8.34,86.88
16/02/21 06:30,9,,16.4,14.68,1.54,14,0.48,22.47,117.6,0,,0.98,38.72,87.74
16/02/21 07:30,17,,15.28,15.9,1.64,14,1,23.24,112.83,0,,1.07,95.3,84.02
16/02/21 08:30,9,,17.4,17.02,1.53,12,0.57,23.38,48.69,0,,1.34,186.41,84.24
16/02/21 09:30,18,,14.12,19.18,1.37,17,0.9,24.52,62.83,1.6,,0.96,327.84,83.51
16/02/21 10:30,33,,11.38,19.89,1.28,8,0.46,25.6,46.94,0,,1.22,465.08,78.51
16/02/21 11:30,17,,8.34,34.71,1.11,13,0.47,28.14,32.67,0,,1.39,844.55,65.68
16/02/21 12:30,10,,7.95,43.1,1.36,17,0.33,29.92,329.57,0,,1.88,845.48,57.03
16/02/21 13:30,7,,6.32,43.08,0.81,16,0.41,30.9,329.95,0,,1.99,783.93,52.44
16/02/21 14:30,4,,6.48,41.16,0.33,10,0.39,31.34,320.11,0,,2.34,854.48,50.8
16/02/21 15:30,3,,9.86,37.68,0.4,11,0.46,31.54,320.67,0,,2.57,759.23,50.21
16/02/21 16:30,2,,12.65,32.81,0.63,15,0.53,31.22,329.36,0,,2.16,400,51.88
16/02/21 17:30,2,,23.24,21.07,1.23,16,1.12,30.86,319.12,0,,2.27,125.02,48.63
16/02/21 18:30,9,,32.3,11.03,1.16,19,0.56,29.8,330.19,0,,1.48,9.76,52.25
16/02/21 19:30,6,,33.23,8.48,0.99,20,0.63,29.06,342.06,0,,0.88,2.52,55.45
16/02/21 20:30,35,,25.84,16.63,1.02,18,0.54,27.92,100.27,0,,1.17,0.97,56.12
16/02/21 21:30,18,,28.49,14.41,0.96,15,0.53,27.12,120.24,0,,0.83,3.47,57.58
16/02/21 22:30,9,,29.16,10.56,1.03,23,0.59,25,222.84,3.8,,1.35,5.44,80.78
16/02/21 23:30,44,,21,12.8,0.94,15,0.46,23.68,128.66,0.6,,0.7,6.53,84.57
17/02/21 00:30,34,,21.33,13.3,1.6,14,0.38,23.45,109.82,0,,1.14,9.38,86.06
17/02/21 01:30,26,,13.09,24.42,1.77,14,0.38,23.11,132.78,0,,1.64,10.21,82.86
17/02/21 02:30,14,,7.92,26.53,1.6,11,0.33,22.43,115.94,0,,1.57,7.33,84.45
17/02/21 03:30,8,,4.78,31.82,1.83,10,0.62,22.02,97.36,0,,1.16,6.22,82.37
